,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
793,1.0,3.0,2.0,0,Travel_Frequently,Research & Development,5,3,Life Sciences,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,3,3,7.579750712250555
794,3.0,3.0,2.0,0,Non-Travel,Research & Development,8,3,Life Sciences,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3,3,6.094781400966111
795,2.0,3.0,2.0,0,Travel_Rarely,Sales,2,1,Life Sciences,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2,3,7.580286231883889
796,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3,3,6.893671139359444
797,2.0,1.0,2.0,0,Travel_Frequently,Research & Development,2,4,Medical,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,3,4,6.305397865113889
798,1.0,3.0,4.0,1,Travel_Frequently,Research & Development,2,3,Medical,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,3,4,6.5380282331511115
799,1.0,2.0,1.0,1,Travel_Frequently,Research & Development,28,3,Medical,5,Research Scientist,Single,44340,,17,3,7.0,1,5,0,0,3,3,7.796020804755278
800,1.0,2.0,4.0,1,Travel_Rarely,Research & Development,7,1,Medical,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,3,3,8.51282369146
801,4.0,3.0,3.0,0,Travel_Rarely,Sales,7,4,Other,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,2,3,6.602291972589167
802,2.0,1.0,2.0,1,Travel_Frequently,Sales,3,3,Life Sciences,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2,3,8.521810920362222
803,4.0,2.0,3.0,0,Non-Travel,Research & Development,10,3,Life Sciences,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,1,3,7.350506741050555
804,2.0,3.0,2.0,0,Travel_Frequently,Research & Development,5,2,Medical,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2,4,10.292641746684723
805,3.0,3.0,3.0,0,Travel_Rarely,Sales,10,2,Life Sciences,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3,3,7.030190900777222
806,3.0,3.0,4.0,0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3,3,6.1014967860422225
807,4.0,3.0,3.0,0,Travel_Rarely,Sales,20,3,Marketing,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,3,3,10.691157210401666
808,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,7,2,Life Sciences,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,3,4,7.898539389799445
809,3.0,3.0,2.0,0,Travel_Rarely,Research & Development,8,4,Medical,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,2,3,10.849712962962778
810,3.0,1.0,2.0,1,Travel_Frequently,Sales,1,3,Marketing,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3,3,7.588862704917778
811,1.0,3.0,1.0,0,Travel_Rarely,Sales,8,4,Marketing,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,2,3,6.122644675925834
812,3.0,1.0,3.0,0,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3,3,6.962416789035555
813,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3,3,6.400011921792777
814,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,8,1,Medical,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,1,3,7.121506147540833
815,3.0,2.0,2.0,0,Travel_Rarely,Research & Development,5,1,Technical Degree,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,2,3,5.973506038647222
816,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,8.459304954304722
817,3.0,4.0,4.0,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,2,4,7.424210832170833
818,2.0,4.0,3.0,0,Travel_Frequently,Sales,10,3,Life Sciences,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2,3,7.000416666666666
819,1.0,1.0,1.0,1,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,3,3,6.523200783771111
820,4.0,1.0,4.0,0,Travel_Rarely,Sales,26,1,Marketing,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,2,3,7.881761280931389
821,2.0,2.0,3.0,0,Travel_Rarely,Sales,6,1,Technical Degree,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,4,3,7.125110867446389
822,3.0,2.0,4.0,0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,2,3,7.0235442600275
823,4.0,2.0,1.0,0,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4,3,6.2037688015525
824,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,2,4,Medical,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,2,3,7.709598765431944
825,4.0,1.0,1.0,1,Travel_Rarely,Research & Development,2,3,Medical,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4,3,7.620850241545833
826,4.0,3.0,3.0,0,Travel_Rarely,Human Resources,2,3,Human Resources,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,3,3,10.289966761633334
827,4.0,3.0,1.0,1,Travel_Frequently,Research & Development,29,3,Life Sciences,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,2,3,6.364603864734167
828,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,6,3,Medical,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,2,3,9.983714689265279
829,2.0,3.0,3.0,0,Travel_Rarely,Sales,25,5,Marketing,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,3,3,10.494251676245
830,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3,3,6.595753472222222
831,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,2,2,Medical,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,3,3,8.006495911495833
832,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,1,3,Medical,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,4,3,6.202246732026111
833,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,3,3,7.208550309966389
834,4.0,4.0,3.0,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,2,4,6.044753602975278
835,4.0,4.0,1.0,0,Travel_Frequently,Human Resources,1,4,Technical Degree,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,3,3,8.067896174863334
836,1.0,1.0,4.0,0,Travel_Rarely,Sales,10,1,Life Sciences,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,4,3,6.323114997713611
837,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,9,3,Medical,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2,3,10.617287649219444
838,3.0,4.0,3.0,0,Travel_Rarely,Sales,5,5,Life Sciences,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3,3,8.432153916211112
839,3.0,1.0,3.0,0,Travel_Rarely,Sales,10,2,Marketing,1,Manufacturing Director,Divorced,23560,0.0,13,0,2.0,5,1,0,0,3,3,6.096182277318611
840,4.0,4.0,3.0,0,Non-Travel,Research & Development,7,3,Medical,1,Research Scientist,Divorced,28000,3.0,12,2,8.0,0,2,2,2,2,3,8.382793847566388
841,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,4,3,Medical,3,Laboratory Technician,Divorced,118360,1.0,22,0,10.0,2,10,7,7,4,4,6.594626113455
842,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,10,1,Life Sciences,1,Healthcare Representative,Married,109030,0.0,11,0,6.0,3,5,4,2,4,3,7.772340756704722
843,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,22,4,Medical,1,Sales Executive,Married,29730,3.0,22,0,12.0,0,7,2,5,4,4,7.274289995389444
844,3.0,4.0,2.0,0,Travel_Rarely,Sales,9,3,Marketing,4,Research Scientist,Single,142750,3.0,18,1,7.0,5,3,1,2,2,3,9.089532103825
845,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,12,4,Medical,1,Laboratory Technician,Divorced,55620,8.0,13,1,18.0,2,8,7,7,3,3,7.8596507266758335
846,,3.0,2.0,0,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Healthcare Representative,Married,45370,6.0,18,1,5.0,5,1,0,0,4,3,7.7590975103733335
847,1.0,1.0,1.0,0,Travel_Rarely,Research & Development,9,1,Medical,1,Healthcare Representative,Married,76420,2.0,20,1,8.0,2,2,2,2,2,4,7.1087761158594445
848,2.0,1.0,3.0,1,Travel_Rarely,Research & Development,1,3,Other,3,Sales Executive,Married,179240,1.0,13,2,10.0,2,10,6,7,3,3,7.376322173701944
849,3.0,3.0,3.0,0,Travel_Frequently,Sales,9,3,Marketing,1,Manufacturing Director,Married,52040,3.0,13,1,10.0,2,6,1,2,3,3,6.928822640632222
850,4.0,1.0,3.0,0,Travel_Rarely,Sales,7,2,Life Sciences,1,Sales Executive,Single,22770,1.0,12,1,3.0,2,3,1,2,3,3,6.808158014571944
851,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,14,3,Technical Degree,5,Research Director,Married,27950,3.0,13,0,9.0,4,4,1,3,3,3,6.500898903195
852,1.0,1.0,3.0,1,Travel_Rarely,Research & Development,2,3,Medical,1,Research Scientist,Divorced,25320,1.0,13,0,1.0,2,1,0,0,1,3,9.684859913793055
853,3.0,4.0,3.0,1,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Manager,Married,25590,0.0,25,0,34.0,2,33,1,9,3,4,6.508081739526389
854,3.0,2.0,3.0,1,Travel_Rarely,Research & Development,2,3,Medical,3,Sales Executive,Married,49080,4.0,19,1,7.0,3,5,1,4,2,3,7.600153177869167
855,4.0,1.0,2.0,0,Non-Travel,Research & Development,10,4,Life Sciences,5,Research Scientist,Married,23800,4.0,13,0,9.0,5,6,1,2,3,3,7.381282051281945
856,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Sales Executive,Married,47650,8.0,12,1,10.0,4,8,7,6,3,3,7.1120055076627775
857,1.0,4.0,1.0,0,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Sales Executive,Single,20440,1.0,11,0,1.0,2,1,0,0,3,3,7.422164109716389
858,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,11,1,Medical,1,Laboratory Technician,Married,26930,1.0,18,0,36.0,6,36,2,13,2,3,6.372202041785278
859,2.0,,2.0,0,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,Married,65860,9.0,18,1,9.0,3,2,2,1,3,3,6.13399122807
860,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Research Director,Married,32940,1.0,11,0,1.0,6,1,0,0,3,3,7.301570199906944
861,3.0,2.0,,0,Travel_Rarely,Sales,14,2,Marketing,1,Sales Executive,Married,41710,0.0,23,0,10.0,4,9,7,7,4,4,7.006115819208889
862,2.0,2.0,4.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Manufacturing Director,Single,27780,2.0,13,0,8.0,5,3,1,2,2,3,7.245010775861944
863,2.0,3.0,3.0,0,Travel_Rarely,Human Resources,1,3,Human Resources,1,Research Scientist,Single,23770,6.0,13,2,15.0,3,1,0,0,3,3,7.427548100048056
864,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Sales Representative,Single,24040,1.0,17,0,10.0,3,10,1,5,2,3,8.108851383028334
865,1.0,3.0,3.0,0,Travel_Rarely,Sales,12,2,Life Sciences,2,Sales Executive,Single,23180,3.0,19,0,10.0,4,5,0,4,4,3,9.299442007797222
866,4.0,3.0,3.0,0,Travel_Rarely,Sales,2,2,Medical,1,Sales Executive,Married,20080,2.0,12,0,11.0,3,7,7,6,3,3,7.768857142856945
867,1.0,4.0,4.0,0,Travel_Frequently,Research & Development,5,1,Medical,1,Research Scientist,Divorced,62440,1.0,22,0,6.0,3,6,1,3,3,4,6.832889123300278
868,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,4,2,Medical,1,Laboratory Technician,Married,27990,4.0,12,1,27.0,0,1,0,0,1,3,9.387326388888889
869,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Manager,Married,105520,2.0,11,0,4.0,2,2,2,2,3,3,6.6640428240738885
870,1.0,1.0,3.0,0,Travel_Frequently,Sales,21,3,Life Sciences,2,Human Resources,Married,23290,3.0,15,0,9.0,2,3,0,2,3,3,9.216660756501112
871,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,8,2,Life Sciences,5,Manager,Single,40140,8.0,13,1,24.0,3,1,0,1,3,3,5.9968987197072225
872,2.0,3.0,2.0,0,Travel_Rarely,Sales,4,3,Medical,2,Laboratory Technician,Married,74030,1.0,12,1,10.0,4,10,6,8,3,3,6.391757741347778
873,4.0,3.0,2.0,0,Travel_Frequently,Research & Development,25,1,Life Sciences,1,Manager,Married,22590,1.0,14,0,8.0,2,8,7,7,3,3,5.995439415708611
874,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Laboratory Technician,Married,69320,1.0,13,0,5.0,5,5,1,2,3,3,6.491637115839167
875,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,1,Other,1,Manager,Divorced,46780,5.0,25,1,8.0,0,6,0,2,4,4,7.0305677387913885
876,3.0,4.0,2.0,0,Travel_Rarely,Sales,6,3,Marketing,3,Sales Representative,Married,135820,1.0,17,1,1.0,3,1,0,1,2,3,7.320544825941667
877,4.0,1.0,1.0,0,Travel_Rarely,Research & Development,12,4,Technical Degree,1,Laboratory Technician,Single,23320,1.0,11,0,27.0,2,26,0,12,3,3,6.599134393729722
878,3.0,2.0,3.0,1,Travel_Rarely,Human Resources,1,3,Medical,2,Laboratory Technician,Married,24130,1.0,16,1,1.0,2,1,0,0,3,3,8.417341772151667
879,2.0,3.0,2.0,0,Non-Travel,Sales,17,2,Marketing,3,Sales Executive,Married,97050,1.0,18,2,4.0,3,4,1,3,2,3,8.882230426628889
880,2.0,3.0,3.0,0,Travel_Frequently,Research & Development,3,3,Other,2,Research Scientist,Married,42940,2.0,20,0,32.0,2,30,12,13,2,4,9.425232053040556
881,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Research Scientist,Married,47210,3.0,14,1,6.0,3,3,0,2,3,3,6.344614463601389
882,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,10,3,Technical Degree,3,Manager,Divorced,25190,0.0,21,2,23.0,2,22,1,10,3,4,8.780374942843888
883,2.0,2.0,2.0,0,Travel_Rarely,Research & Development,4,3,Medical,1,Research Director,Married,21210,1.0,13,1,6.0,2,6,1,1,3,3,6.562242489270278
884,3.0,1.0,3.0,0,Travel_Rarely,Sales,29,2,Technical Degree,2,Research Scientist,Single,29730,1.0,12,0,10.0,2,10,1,4,3,3,8.875014679313333
885,1.0,1.0,3.0,0,Non-Travel,Sales,2,4,Life Sciences,2,Manufacturing Director,Married,58550,1.0,14,1,10.0,3,10,4,5,2,3,7.908878159275
886,4.0,1.0,3.0,0,Travel_Frequently,Research & Development,7,3,Medical,2,Research Scientist,Single,36170,7.0,21,1,10.0,5,5,0,3,3,4,7.144681688125833
887,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,18,1,Medical,2,Manufacturing Director,Married,67250,9.0,17,1,7.0,3,3,1,1,3,3,10.916893424036111
888,3.0,4.0,3.0,0,Travel_Frequently,Sales,28,4,Marketing,5,Manufacturing Director,Divorced,103250,1.0,11,1,9.0,3,9,7,2,2,3,6.102161785216111
889,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Healthcare Representative,Married,69490,1.0,14,1,10.0,2,9,1,4,3,3,7.295703161320278
890,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,6,2,Life Sciences,3,Research Scientist,Married,106090,2.0,17,1,10.0,2,7,7,7,3,3,6.567342995168889
891,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,2,1,Life Sciences,4,Research Scientist,Divorced,44470,1.0,13,0,7.0,4,7,0,7,3,3,6.0904698216733335
892,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,2,3,Medical,2,Sales Executive,Married,21570,1.0,25,0,16.0,1,16,1,10,2,4,7.6031040189125
893,2.0,1.0,2.0,0,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Manufacturing Director,Divorced,46010,0.0,15,2,6.0,2,5,0,0,3,3,7.38428125
894,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Laboratory Technician,Single,170990,1.0,14,1,3.0,2,2,2,2,3,3,7.880823877068333
895,2.0,4.0,4.0,1,Travel_Frequently,Research & Development,3,5,Medical,1,Research Director,Single,24790,1.0,12,1,0.0,2,0,0,0,2,3,8.397640603566389
896,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,25,4,Medical,2,Research Scientist,Married,148520,3.0,19,3,27.0,3,5,1,0,2,3,6.0397417355369445
897,3.0,3.0,3.0,0,Travel_Rarely,Sales,2,4,Life Sciences,1,Laboratory Technician,Divorced,72640,0.0,17,0,11.0,5,10,0,7,3,3,6.870003687315555
898,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,22,1,Life Sciences,1,Laboratory Technician,Married,56660,1.0,14,1,18.0,2,18,14,12,3,3,7.586946859903334
899,3.0,3.0,3.0,0,Non-Travel,Research & Development,29,3,Medical,2,Sales Executive,Married,78230,1.0,13,1,15.0,3,14,2,9,3,3,6.191809178743889
900,3.0,3.0,2.0,0,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Laboratory Technician,Married,78800,3.0,12,1,9.0,2,4,0,2,4,3,7.993996978149444
901,1.0,3.0,1.0,0,Travel_Frequently,Research & Development,2,3,Technical Degree,2,Manager,Single,131940,0.0,11,0,10.0,2,9,3,8,3,3,6.660409482758611
902,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Laboratory Technician,Divorced,50670,1.0,11,2,10.0,3,10,3,9,2,3,7.317151056014445
903,4.0,3.0,4.0,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Sales Executive,Married,50790,3.0,11,0,10.0,3,5,0,2,3,3,9.588505007153056
904,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Healthcare Representative,Married,23210,9.0,12,1,15.0,0,13,6,0,3,3,5.966612268518333
905,2.0,2.0,1.0,0,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Healthcare Representative,Married,174440,1.0,14,0,8.0,4,8,7,7,3,3,7.942092352092223
906,3.0,4.0,2.0,0,Travel_Rarely,Research & Development,8,3,Technical Degree,2,Healthcare Representative,Single,24040,6.0,17,0,18.0,2,4,3,3,2,3,9.179383101851666
907,1.0,4.0,3.0,0,Travel_Frequently,Sales,2,2,Marketing,1,Laboratory Technician,Married,34520,4.0,11,1,14.0,2,10,0,2,2,3,8.593498563218333
908,3.0,4.0,3.0,0,Travel_Frequently,Sales,10,4,Marketing,3,Manager,Married,22700,2.0,14,3,23.0,2,2,2,2,3,3,7.111725146198611
909,,4.0,2.0,1,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Manager,Divorced,173990,6.0,12,0,7.0,3,2,2,2,1,3,10.69871586629
910,1.0,4.0,3.0,0,Travel_Frequently,Research & Development,15,3,Life Sciences,2,Research Scientist,Single,54880,1.0,22,1,6.0,6,6,1,3,3,4,8.687724314272222
911,2.0,3.0,3.0,0,Travel_Rarely,Sales,10,4,Life Sciences,3,Sales Executive,Married,194190,7.0,14,1,5.0,2,3,0,2,1,3,7.170411835748611
912,4.0,4.0,2.0,0,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Research Scientist,Single,28110,2.0,20,0,6.0,3,4,1,2,3,4,6.410121170553055
913,1.0,1.0,1.0,1,Travel_Rarely,Sales,16,4,Marketing,1,Research Director,Single,36330,3.0,16,2,10.0,0,4,0,3,3,3,10.486748633879722
914,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,20,1,Medical,2,Manager,Single,41630,9.0,15,1,8.0,4,5,1,4,2,3,7.294751773049445
915,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Sales Executive,Married,21320,4.0,20,0,9.0,1,3,0,2,2,4,7.8817024320455555
916,4.0,3.0,3.0,0,Travel_Frequently,Sales,5,1,Marketing,4,Manufacturing Director,Divorced,139730,1.0,14,0,7.0,3,7,0,7,2,3,6.098032904148611
917,4.0,2.0,3.0,0,Travel_Rarely,Sales,10,3,Marketing,2,Research Director,Married,26840,4.0,12,0,7.0,2,5,1,0,3,3,6.773751788268889
918,1.0,2.0,3.0,0,Travel_Rarely,Sales,4,2,Life Sciences,2,Research Director,Married,108450,3.0,24,0,27.0,4,4,1,2,2,4,7.8009693165966665
919,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,2,2,Medical,3,Sales Executive,Divorced,43770,5.0,12,1,19.0,2,14,1,11,2,3,7.78853125
920,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,18,4,Medical,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2,3,3,6.625714115402777
921,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,10,3,Medical,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9,3,3,7.7068788745825
922,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3,3,3,5.986487573099167
923,3.0,3.0,3.0,0,Travel_Rarely,Human Resources,6,2,Life Sciences,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12,3,3,8.499204545454445
924,4.0,3.0,3.0,0,Non-Travel,Research & Development,8,4,Life Sciences,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2,3,3,7.954062932226667
925,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,2,2,Medical,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4,3,3,6.310086367880277
926,2.0,3.0,3.0,0,Travel_Rarely,Sales,24,3,Marketing,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,7,3,3,7.584176328502222
927,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,11,3,3,7.632412764003611
928,4.0,4.0,4.0,1,Travel_Frequently,Research & Development,17,4,Medical,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,7,2,3,8.416370772946667
929,4.0,4.0,4.0,0,Travel_Frequently,Research & Development,19,2,Life Sciences,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,9,3,3,7.1980899908172224
930,1.0,2.0,2.0,0,Travel_Rarely,Research & Development,1,2,Medical,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2,3,10.704748513945834
931,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,7,3,Medical,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2,3,6.412126774351389
932,4.0,2.0,2.0,0,Travel_Rarely,Research & Development,5,4,Technical Degree,5,Research Scientist,Divorced,50030,,13,0,10.0,5,9,1,6,3,3,6.599085038986111
933,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,28,4,Technical Degree,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,2,2,3,7.390623278236666
934,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,2,4,Medical,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2,3,9.695243498817778
935,4.0,2.0,3.0,0,Travel_Frequently,Sales,29,2,Medical,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,3,3,3,7.8067266021205555
936,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,4,Medical,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2,4,6.711067188983611
937,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,21,3,Medical,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,0,1,3,6.387058823529166
938,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,24,4,Life Sciences,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2,4,3,10.95911595205139
939,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2,3,3,7.703551175656944
940,3.0,4.0,3.0,0,Non-Travel,Research & Development,18,2,Medical,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2,3,9.487822315986667
941,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,2,2,Technical Degree,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2,3,3,5.958735380116944
942,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,9,3,Technical Degree,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2,3,8.526459227467777
943,4.0,3.0,3.0,1,Travel_Rarely,Human Resources,6,3,Life Sciences,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2,3,3,8.093856481481389
944,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0,3,3,7.3883449558344445
945,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2,3,3,8.024024216524166
946,4.0,3.0,3.0,1,Travel_Frequently,Sales,10,2,Marketing,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7,1,3,9.882666432255
947,4.0,2.0,3.0,1,Travel_Rarely,Sales,1,3,Life Sciences,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0,3,3,7.527459658828889
948,4.0,4.0,3.0,0,Non-Travel,Research & Development,18,2,Medical,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7,3,4,7.190238095238056
949,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,23,1,Life Sciences,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2,3,3,7.700374887081945
